Id,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Hispanic,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US220710140001,"Block Group 1, Census Tract 140, Orleans Parish, Louisiana",294,165,44,67,250,158,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710140002,"Block Group 2, Census Tract 140, Orleans Parish, Louisiana",547,144,0,12,543,144,0,12,0,12,0,12,0,0,12,4,7,0,12,4,7
1500000US220710140003,"Block Group 3, Census Tract 140, Orleans Parish, Louisiana",894,298,129,147,747,271,5,7,0,12,0,12,120,0,12,13,23,0,12,13,23
1500000US220710140004,"Block Group 4, Census Tract 140, Orleans Parish, Louisiana",58,48,0,12,58,48,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710141001,"Block Group 1, Census Tract 141, Orleans Parish, Louisiana",905,345,340,224,559,199,0,12,0,12,0,12,15,0,12,6,9,0,12,6,9
1500000US220710141002,"Block Group 2, Census Tract 141, Orleans Parish, Louisiana",350,194,150,132,187,170,0,12,0,12,0,12,0,13,27,0,12,0,12,0,12
1500000US220710141003,"Block Group 3, Census Tract 141, Orleans Parish, Louisiana",660,194,252,156,402,144,0,12,0,12,0,12,43,0,12,6,9,6,9,0,12
1500000US220710142001,"Block Group 1, Census Tract 142, Orleans Parish, Louisiana",317,118,180,90,137,79,0,12,0,12,0,12,13,0,12,0,12,0,12,0,12
1500000US220710142002,"Block Group 2, Census Tract 142, Orleans Parish, Louisiana",962,180,602,189,346,100,0,12,14,16,0,12,21,0,12,0,12,0,12,0,12
1500000US220710142003,"Block Group 3, Census Tract 142, Orleans Parish, Louisiana",285,128,150,103,130,76,0,12,5,19,0,12,3,0,12,0,12,0,12,0,12
1500000US220710143001,"Block Group 1, Census Tract 143, Orleans Parish, Louisiana",340,114,0,12,339,114,0,12,1,2,0,12,0,0,12,0,12,0,12,0,12
1500000US220710143002,"Block Group 2, Census Tract 143, Orleans Parish, Louisiana",88,49,0,12,88,49,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710143003,"Block Group 3, Census Tract 143, Orleans Parish, Louisiana",979,277,73,95,895,267,0,12,0,12,0,12,60,0,12,11,18,0,12,11,18
1500000US220710144001,"Block Group 1, Census Tract 144, Orleans Parish, Louisiana",217,80,181,72,36,30,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220710144002,"Block Group 2, Census Tract 144, Orleans Parish, Louisiana",1055,292,299,85,626,314,0,12,0,12,0,12,116,90,131,40,36,0,12,40,36
1500000US220710144003,"Block Group 3, Census Tract 144, Orleans Parish, Louisiana",805,232,395,143,176,137,47,68,0,12,0,12,202,24,38,163,181,0,12,163,181
1500000US220710145001,"Block Group 1, Census Tract 145, Orleans Parish, Louisiana",1852,278,486,116,1344,254,0,12,0,12,0,12,70,4,8,18,19,6,11,12,16
1500000US220719800001,"Block Group 1, Census Tract 9800, Orleans Parish, Louisiana",3,3,1,2,1,2,0,12,1,2,0,12,0,0,12,0,12,0,12,0,12
1500000US220719801001,"Block Group 1, Census Tract 9801, Orleans Parish, Louisiana",0,12,0,12,0,12,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220719900000,"Block Group 0, Census Tract 9900, Orleans Parish, Louisiana",0,12,0,12,0,12,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220510201011,"Block Group 1, Census Tract 201.01, Jefferson Parish, Louisiana",1398,279,1211,293,99,97,0,12,10,17,0,12,464,53,81,25,40,1,3,24,40
1500000US220510201012,"Block Group 2, Census Tract 201.01, Jefferson Parish, Louisiana",1416,255,1331,253,24,37,0,12,25,51,0,12,79,0,12,36,57,0,12,36,57
1500000US220510201021,"Block Group 1, Census Tract 201.02, Jefferson Parish, Louisiana",1147,270,1082,272,22,33,0,12,43,75,0,12,155,0,12,0,12,0,12,0,12
1500000US220510201022,"Block Group 2, Census Tract 201.02, Jefferson Parish, Louisiana",977,210,977,210,0,12,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220510201023,"Block Group 3, Census Tract 201.02, Jefferson Parish, Louisiana",858,307,778,300,24,31,0,12,0,12,0,12,53,0,12,56,72,0,12,56,72
1500000US220510202011,"Block Group 1, Census Tract 202.01, Jefferson Parish, Louisiana",825,189,576,162,155,174,0,12,69,89,0,12,43,0,12,25,41,0,12,25,41
1500000US220510202012,"Block Group 2, Census Tract 202.01, Jefferson Parish, Louisiana",1321,281,1111,302,36,58,0,12,86,62,0,12,324,70,101,18,21,0,12,18,21
1500000US220510202021,"Block Group 1, Census Tract 202.02, Jefferson Parish, Louisiana",1840,379,674,255,545,211,54,77,168,156,0,12,716,307,226,92,82,39,68,53,46
1500000US220510202022,"Block Group 2, Census Tract 202.02, Jefferson Parish, Louisiana",1049,291,571,194,450,207,0,12,0,12,0,12,218,22,26,6,11,6,11,0,12
1500000US220510202031,"Block Group 1, Census Tract 202.03, Jefferson Parish, Louisiana",2071,657,1503,626,256,247,0,12,143,150,0,12,878,169,264,0,12,0,12,0,12
1500000US220510202032,"Block Group 2, Census Tract 202.03, Jefferson Parish, Louisiana",2540,459,2157,393,42,68,8,18,291,266,0,12,161,0,12,42,74,42,74,0,12
1500000US220510202033,"Block Group 3, Census Tract 202.03, Jefferson Parish, Louisiana",1457,420,1297,393,0,12,6,9,137,175,0,12,414,1,2,16,27,16,27,0,12
1500000US220510202034,"Block Group 4, Census Tract 202.03, Jefferson Parish, Louisiana",1079,307,1046,303,0,12,0,12,31,34,0,12,81,0,12,2,4,1,4,1,3
1500000US220510203011,"Block Group 1, Census Tract 203.01, Jefferson Parish, Louisiana",1527,259,1226,347,28,45,0,12,17,32,0,12,247,8,16,248,314,226,315,22,41
1500000US220510203012,"Block Group 2, Census Tract 203.01, Jefferson Parish, Louisiana",1707,272,1433,246,5,6,0,12,248,213,0,12,113,0,12,21,33,0,12,21,33
1500000US220510203021,"Block Group 1, Census Tract 203.02, Jefferson Parish, Louisiana",1697,352,1461,315,31,36,0,12,149,114,0,12,156,0,12,56,78,0,12,56,78
1500000US220510203022,"Block Group 2, Census Tract 203.02, Jefferson Parish, Louisiana",1968,447,1463,407,22,33,0,12,6,13,0,12,403,347,388,130,166,0,12,130,166
1500000US220510203023,"Block Group 3, Census Tract 203.02, Jefferson Parish, Louisiana",914,314,728,238,0,12,13,22,20,27,0,12,203,61,98,92,100,0,12,92,100
1500000US220510203024,"Block Group 4, Census Tract 203.02, Jefferson Parish, Louisiana",800,221,701,203,0,12,0,12,60,85,0,12,10,0,12,39,52,0,12,39,52
1500000US220510203031,"Block Group 1, Census Tract 203.03, Jefferson Parish, Louisiana",1387,327,1115,256,1,4,0,12,109,172,0,12,332,162,233,0,12,0,12,0,12
1500000US220510203032,"Block Group 2, Census Tract 203.03, Jefferson Parish, Louisiana",1565,319,1428,294,0,12,0,12,16,26,0,12,123,0,12,121,201,0,12,121,201
1500000US220510203033,"Block Group 3, Census Tract 203.03, Jefferson Parish, Louisiana",970,262,919,259,0,12,0,12,51,50,0,12,26,0,12,0,12,0,12,0,12
1500000US220510204001,"Block Group 1, Census Tract 204, Jefferson Parish, Louisiana",1330,248,1280,234,0,12,15,32,35,41,0,12,146,0,12,0,12,0,12,0,12
1500000US220510204002,"Block Group 2, Census Tract 204, Jefferson Parish, Louisiana",1857,226,1745,248,0,12,11,19,89,88,0,12,312,12,21,0,12,0,12,0,12
1500000US220510205021,"Block Group 1, Census Tract 205.02, Jefferson Parish, Louisiana",1485,558,953,438,56,85,42,52,0,12,0,12,638,346,401,88,71,0,12,88,71
1500000US220510205022,"Block Group 2, Census Tract 205.02, Jefferson Parish, Louisiana",2882,600,2730,581,0,12,0,12,79,115,0,12,926,22,37,51,63,13,22,38,59
1500000US220510205023,"Block Group 3, Census Tract 205.02, Jefferson Parish, Louisiana",2418,599,1689,476,576,413,17,23,105,139,0,12,624,31,55,0,12,0,12,0,12
1500000US220510205051,"Block Group 1, Census Tract 205.05, Jefferson Parish, Louisiana",993,305,24,31,969,304,0,12,0,12,0,12,43,0,12,0,12,0,12,0,12
1500000US220510205052,"Block Group 2, Census Tract 205.05, Jefferson Parish, Louisiana",868,270,332,210,536,211,0,12,0,12,0,12,83,0,12,0,12,0,12,0,12
1500000US220510205061,"Block Group 1, Census Tract 205.06, Jefferson Parish, Louisiana",994,247,993,247,1,3,0,12,0,12,0,12,298,0,12,0,12,0,12,0,12
1500000US220510205062,"Block Group 2, Census Tract 205.06, Jefferson Parish, Louisiana",1563,414,1042,348,102,116,0,12,130,149,0,12,523,289,298,0,12,0,12,0,12
1500000US220510205063,"Block Group 3, Census Tract 205.06, Jefferson Parish, Louisiana",1640,681,1149,426,383,558,0,12,49,61,0,12,143,35,55,24,40,0,12,24,40
1500000US220510205071,"Block Group 1, Census Tract 205.07, Jefferson Parish, Louisiana",2200,369,1803,339,192,133,0,12,177,176,0,12,318,20,38,8,13,8,13,0,12
1500000US220510205072,"Block Group 2, Census Tract 205.07, Jefferson Parish, Louisiana",1734,324,1681,317,0,12,0,12,0,12,0,12,442,43,60,10,16,10,16,0,12
1500000US220510205081,"Block Group 1, Census Tract 205.08, Jefferson Parish, Louisiana",2044,726,1407,641,506,403,0,12,14,22,0,12,109,38,62,79,88,0,12,79,88
1500000US220510205082,"Block Group 2, Census Tract 205.08, Jefferson Parish, Louisiana",1754,676,1493,683,230,241,0,12,0,12,0,12,586,15,26,16,28,16,28,0,12
1500000US220510205083,"Block Group 3, Census Tract 205.08, Jefferson Parish, Louisiana",1793,507,1322,424,300,222,14,26,27,32,0,12,429,130,222,0,12,0,12,0,12
1500000US220510205084,"Block Group 4, Census Tract 205.08, Jefferson Parish, Louisiana",1950,450,1230,394,409,378,0,12,201,109,0,12,266,0,12,110,83,28,35,82,73
1500000US220510205111,"Block Group 1, Census Tract 205.11, Jefferson Parish, Louisiana",1571,337,897,243,393,217,0,12,91,87,0,12,375,190,167,0,12,0,12,0,12
1500000US220510205112,"Block Group 2, Census Tract 205.11, Jefferson Parish, Louisiana",1337,234,1038,230,123,82,0,12,160,97,0,12,181,12,18,4,8,0,12,4,8
1500000US220510205113,"Block Group 3, Census Tract 205.11, Jefferson Parish, Louisiana",1241,278,1012,265,61,82,0,12,108,87,0,12,104,0,12,60,59,7,14,53,57
1500000US220510205121,"Block Group 1, Census Tract 205.12, Jefferson Parish, Louisiana",1368,333,966,286,83,50,0,12,179,165,0,12,356,120,191,20,29,0,12,20,29
1500000US220510205122,"Block Group 2, Census Tract 205.12, Jefferson Parish, Louisiana",1129,195,957,215,38,37,0,12,40,50,0,12,240,94,92,0,12,0,12,0,12
1500000US220510205131,"Block Group 1, Census Tract 205.13, Jefferson Parish, Louisiana",656,205,433,148,111,108,0,12,68,78,0,12,83,44,58,0,12,0,12,0,12
1500000US220510205132,"Block Group 2, Census Tract 205.13, Jefferson Parish, Louisiana",1701,434,1013,334,354,199,0,12,68,81,0,12,486,242,244,24,37,0,12,24,37
1500000US220510205133,"Block Group 3, Census Tract 205.13, Jefferson Parish, Louisiana",1569,372,1185,298,262,165,0,12,94,106,0,12,395,28,47,0,12,0,12,0,12
1500000US220510205134,"Block Group 4, Census Tract 205.13, Jefferson Parish, Louisiana",893,280,618,193,18,22,0,12,23,29,0,12,132,234,297,0,12,0,12,0,12
1500000US220510205141,"Block Group 1, Census Tract 205.14, Jefferson Parish, Louisiana",1651,313,1574,321,0,12,0,12,68,92,0,12,173,9,15,0,12,0,12,0,12
1500000US220510205142,"Block Group 2, Census Tract 205.14, Jefferson Parish, Louisiana",1201,240,1192,239,1,2,0,12,0,12,0,12,74,8,16,0,12,0,12,0,12
1500000US220510205143,"Block Group 3, Census Tract 205.14, Jefferson Parish, Louisiana",927,195,812,190,0,12,0,12,28,35,0,12,138,87,84,0,12,0,12,0,12
1500000US220510205151,"Block Group 1, Census Tract 205.15, Jefferson Parish, Louisiana",670,172,591,167,27,34,0,12,46,50,0,12,17,0,12,6,11,6,11,0,12
1500000US220510205152,"Block Group 2, Census Tract 205.15, Jefferson Parish, Louisiana",1416,278,810,233,273,96,154,154,0,12,0,12,497,179,157,0,12,0,12,0,12
1500000US220510205153,"Block Group 3, Census Tract 205.15, Jefferson Parish, Louisiana",1082,219,964,219,55,58,0,12,46,56,0,12,391,17,29,0,12,0,12,0,12
1500000US220510205161,"Block Group 1, Census Tract 205.16, Jefferson Parish, Louisiana",2145,518,913,552,855,336,0,12,7,11,0,12,840,277,289,93,136,0,12,93,136
1500000US220510205162,"Block Group 2, Census Tract 205.16, Jefferson Parish, Louisiana",1494,479,600,353,812,450,0,12,0,12,0,12,196,47,67,35,45,9,15,26,42
1500000US220510205163,"Block Group 3, Census Tract 205.16, Jefferson Parish, Louisiana",970,428,679,328,143,149,0,12,4,23,0,12,237,78,106,66,79,0,12,66,79
1500000US220510205171,"Block Group 1, Census Tract 205.17, Jefferson Parish, Louisiana",959,286,793,286,113,71,28,44,0,12,0,12,118,25,41,0,12,0,12,0,12
1500000US220510205172,"Block Group 2, Census Tract 205.17, Jefferson Parish, Louisiana",2084,367,1891,384,33,60,0,12,136,126,0,12,49,24,44,0,12,0,12,0,12
1500000US220510205173,"Block Group 3, Census Tract 205.17, Jefferson Parish, Louisiana",916,227,916,227,0,12,0,12,0,12,0,12,152,0,12,0,12,0,12,0,12
1500000US220510206001,"Block Group 1, Census Tract 206, Jefferson Parish, Louisiana",1222,393,827,393,379,216,0,12,0,12,0,12,484,0,12,16,25,16,25,0,12
1500000US220510206002,"Block Group 2, Census Tract 206, Jefferson Parish, Louisiana",728,323,9,14,719,326,0,12,0,12,0,12,9,0,12,0,12,0,12,0,12
1500000US220510206003,"Block Group 3, Census Tract 206, Jefferson Parish, Louisiana",1966,416,456,272,1294,332,0,12,0,12,0,12,632,216,181,0,12,0,12,0,12
1500000US220510206004,"Block Group 4, Census Tract 206, Jefferson Parish, Louisiana",904,320,48,50,840,319,0,12,0,12,0,12,15,16,28,0,12,0,12,0,12
1500000US220510207001,"Block Group 1, Census Tract 207, Jefferson Parish, Louisiana",1139,245,386,118,585,221,0,12,0,12,0,12,153,100,114,68,77,0,12,68,77
1500000US220510210001,"Block Group 1, Census Tract 210, Jefferson Parish, Louisiana",1110,232,699,173,349,198,3,30,0,12,0,12,173,49,60,10,15,0,12,10,15
1500000US220510210002,"Block Group 2, Census Tract 210, Jefferson Parish, Louisiana",959,256,528,179,305,128,0,12,17,25,0,12,113,63,103,46,64,0,12,46,64
1500000US220510210003,"Block Group 3, Census Tract 210, Jefferson Parish, Louisiana",441,158,295,121,141,115,0,12,0,12,0,12,14,4,8,1,2,0,12,1,2
1500000US220510211001,"Block Group 1, Census Tract 211, Jefferson Parish, Louisiana",526,173,332,125,129,137,0,12,37,42,0,12,47,22,40,6,9,0,12,6,9
1500000US220510211002,"Block Group 2, Census Tract 211, Jefferson Parish, Louisiana",680,183,628,164,30,43,0,12,22,35,0,12,46,0,12,0,12,0,12,0,12
1500000US220510211003,"Block Group 3, Census Tract 211, Jefferson Parish, Louisiana",1066,327,1022,333,0,12,21,34,23,35,0,12,253,0,12,0,12,0,12,0,12
1500000US220510212001,"Block Group 1, Census Tract 212, Jefferson Parish, Louisiana",1447,368,829,239,445,245,64,100,35,42,0,12,268,0,12,74,96,74,96,0,12
1500000US220510212002,"Block Group 2, Census Tract 212, Jefferson Parish, Louisiana",939,234,759,225,24,38,0,12,97,99,0,12,299,0,12,59,51,0,12,59,51
1500000US220510213001,"Block Group 1, Census Tract 213, Jefferson Parish, Louisiana",1367,266,1289,253,37,53,0,12,23,32,0,12,94,18,27,0,12,0,12,0,12
1500000US220510213002,"Block Group 2, Census Tract 213, Jefferson Parish, Louisiana",740,221,681,219,25,22,0,12,0,12,0,12,206,34,55,0,12,0,12,0,12
1500000US220510213003,"Block Group 3, Census Tract 213, Jefferson Parish, Louisiana",713,220,541,198,100,124,0,12,61,70,0,12,13,0,12,11,18,0,12,11,18
1500000US220510214001,"Block Group 1, Census Tract 214, Jefferson Parish, Louisiana",1211,189,1124,180,19,29,0,12,30,44,0,12,18,25,30,13,20,0,12,13,20
1500000US220510214002,"Block Group 2, Census Tract 214, Jefferson Parish, Louisiana",888,161,739,156,47,55,0,12,36,48,0,12,49,15,23,51,55,0,12,51,55
1500000US220510215001,"Block Group 1, Census Tract 215, Jefferson Parish, Louisiana",948,186,709,240,174,112,0,12,20,22,0,12,98,9,13,36,29,1,3,35,30
1500000US220510215002,"Block Group 2, Census Tract 215, Jefferson Parish, Louisiana",1895,332,828,227,636,189,0,12,274,220,0,12,193,89,121,68,57,8,13,60,57
1500000US220510216001,"Block Group 1, Census Tract 216, Jefferson Parish, Louisiana",1581,369,1209,287,372,241,0,12,0,12,0,12,130,0,12,0,12,0,12,0,12
1500000US220510216002,"Block Group 2, Census Tract 216, Jefferson Parish, Louisiana",1303,520,1126,527,73,103,0,12,0,12,0,12,454,52,88,52,54,20,35,32,39
1500000US220510216003,"Block Group 3, Census Tract 216, Jefferson Parish, Louisiana",2094,472,1603,411,214,252,85,98,0,12,0,12,704,192,304,0,12,0,12,0,12
1500000US220510216004,"Block Group 4, Census Tract 216, Jefferson Parish, Louisiana",1294,470,848,406,342,295,0,12,45,56,0,12,407,14,25,45,54,45,54,0,12
1500000US220510217001,"Block Group 1, Census Tract 217, Jefferson Parish, Louisiana",940,325,740,261,106,168,0,12,59,74,0,12,36,35,59,0,12,0,12,0,12
1500000US220510217002,"Block Group 2, Census Tract 217, Jefferson Parish, Louisiana",1204,349,1092,347,0,12,0,12,58,65,0,12,348,44,71,10,19,0,12,10,19
1500000US220510217003,"Block Group 3, Census Tract 217, Jefferson Parish, Louisiana",1336,555,854,313,173,156,291,430,9,24,0,12,463,0,12,9,15,0,12,9,15
1500000US220510217004,"Block Group 4, Census Tract 217, Jefferson Parish, Louisiana",1450,511,1394,515,0,12,0,12,0,12,0,12,38,8,24,48,61,0,12,48,61
1500000US220510217005,"Block Group 5, Census Tract 217, Jefferson Parish, Louisiana",590,267,590,267,0,12,0,12,0,12,0,12,122,0,12,0,12,0,12,0,12
1500000US220510218011,"Block Group 1, Census Tract 218.01, Jefferson Parish, Louisiana",1261,217,1165,218,44,36,19,24,29,46,0,12,170,0,12,4,6,0,12,4,6
1500000US220510218012,"Block Group 2, Census Tract 218.01, Jefferson Parish, Louisiana",993,225,762,191,125,106,0,12,6,11,0,12,149,30,50,70,74,16,24,54,71
1500000US220510218031,"Block Group 1, Census Tract 218.03, Jefferson Parish, Louisiana",1324,400,555,315,546,261,0,12,94,126,0,12,165,84,115,45,82,0,12,45,82
1500000US220510218032,"Block Group 2, Census Tract 218.03, Jefferson Parish, Louisiana",1249,436,723,366,517,306,0,12,9,14,0,12,269,0,12,0,12,0,12,0,12
1500000US220510218033,"Block Group 3, Census Tract 218.03, Jefferson Parish, Louisiana",2024,526,820,417,873,416,17,33,156,169,0,12,486,0,12,158,175,0,12,158,175
1500000US220510218041,"Block Group 1, Census Tract 218.04, Jefferson Parish, Louisiana",2089,360,1281,299,513,262,0,12,18,22,0,12,959,217,326,60,60,19,23,41,58
1500000US220510219001,"Block Group 1, Census Tract 219, Jefferson Parish, Louisiana",1758,189,1072,158,343,215,0,12,231,139,0,12,373,53,51,59,71,0,12,59,71
1500000US220510220011,"Block Group 1, Census Tract 220.01, Jefferson Parish, Louisiana",1672,455,916,368,687,308,0,12,14,22,0,12,347,21,33,34,50,0,12,34,50
1500000US220510220012,"Block Group 2, Census Tract 220.01, Jefferson Parish, Louisiana",1699,341,812,238,759,263,0,12,122,93,0,12,44,0,12,6,17,0,12,6,17
1500000US220510220013,"Block Group 3, Census Tract 220.01, Jefferson Parish, Louisiana",1836,715,521,305,770,539,0,12,479,513,0,12,181,15,23,51,75,0,12,51,75
1500000US220510220021,"Block Group 1, Census Tract 220.02, Jefferson Parish, Louisiana",1518,200,1370,177,86,96,41,54,0,12,0,12,21,21,31,0,12,0,12,0,12
1500000US220510220022,"Block Group 2, Census Tract 220.02, Jefferson Parish, Louisiana",1081,162,997,157,12,19,72,90,0,12,0,12,28,0,12,0,12,0,12,0,12
1500000US220510221011,"Block Group 1, Census Tract 221.01, Jefferson Parish, Louisiana",1452,166,1314,123,2,5,0,12,135,159,0,12,7,0,12,1,2,0,12,1,2
1500000US220510221021,"Block Group 1, Census Tract 221.02, Jefferson Parish, Louisiana",1025,182,846,163,179,157,0,12,0,12,0,12,27,0,12,0,12,0,12,0,12
1500000US220510221022,"Block Group 2, Census Tract 221.02, Jefferson Parish, Louisiana",1445,290,1197,314,60,52,0,12,175,121,0,12,61,0,12,13,21,0,12,13,21
1500000US220510222001,"Block Group 1, Census Tract 222, Jefferson Parish, Louisiana",1268,258,1261,258,0,12,0,12,7,12,0,12,7,0,12,0,12,0,12,0,12
1500000US220510222002,"Block Group 2, Census Tract 222, Jefferson Parish, Louisiana",468,168,468,168,0,12,0,12,0,12,0,12,6,0,12,0,12,0,12,0,12
1500000US220510222003,"Block Group 3, Census Tract 222, Jefferson Parish, Louisiana",481,157,480,157,1,3,0,12,0,12,0,12,41,0,12,0,12,0,12,0,12
1500000US220510223011,"Block Group 1, Census Tract 223.01, Jefferson Parish, Louisiana",797,249,770,245,0,12,0,12,0,12,0,12,216,27,44,0,12,0,12,0,12
1500000US220510223012,"Block Group 2, Census Tract 223.01, Jefferson Parish, Louisiana",960,206,851,202,36,54,0,12,53,60,0,12,155,0,12,20,32,0,12,20,32
1500000US220510223013,"Block Group 3, Census Tract 223.01, Jefferson Parish, Louisiana",1004,260,991,262,13,20,0,12,0,12,0,12,187,0,12,0,12,0,12,0,12
1500000US220510223021,"Block Group 1, Census Tract 223.02, Jefferson Parish, Louisiana",963,258,758,208,118,124,0,12,71,72,0,12,55,0,12,16,25,0,12,16,25
1500000US220510223022,"Block Group 2, Census Tract 223.02, Jefferson Parish, Louisiana",657,187,598,171,6,10,12,20,25,37,0,12,78,0,12,16,27,0,12,16,27
1500000US220510223031,"Block Group 1, Census Tract 223.03, Jefferson Parish, Louisiana",1814,376,1071,323,307,216,0,12,96,82,0,12,592,260,283,80,69,19,33,61,56
1500000US220510223032,"Block Group 2, Census Tract 223.03, Jefferson Parish, Louisiana",1629,518,1428,496,0,12,0,12,32,36,0,12,756,76,106,93,102,17,26,76,98
1500000US220510224001,"Block Group 1, Census Tract 224, Jefferson Parish, Louisiana",1789,290,1701,306,62,99,5,9,3,6,0,12,116,18,32,0,12,0,12,0,12
1500000US220510224002,"Block Group 2, Census Tract 224, Jefferson Parish, Louisiana",1808,268,1757,276,0,12,0,12,26,29,0,12,150,17,27,8,14,0,12,8,14
1500000US220510225001,"Block Group 1, Census Tract 225, Jefferson Parish, Louisiana",901,161,876,166,0,12,25,37,0,12,0,12,18,0,12,0,12,0,12,0,12
1500000US220510225002,"Block Group 2, Census Tract 225, Jefferson Parish, Louisiana",633,214,607,209,0,12,0,12,26,42,0,12,90,0,12,0,12,0,12,0,12
1500000US220510225003,"Block Group 3, Census Tract 225, Jefferson Parish, Louisiana",896,275,789,247,105,133,0,12,0,12,0,12,50,0,12,2,5,1,3,1,3
1500000US220510226001,"Block Group 1, Census Tract 226, Jefferson Parish, Louisiana",700,152,700,152,0,12,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220510226002,"Block Group 2, Census Tract 226, Jefferson Parish, Louisiana",1065,220,1039,217,0,12,0,12,12,20,0,12,0,0,12,14,25,0,12,14,25
1500000US220510226003,"Block Group 3, Census Tract 226, Jefferson Parish, Louisiana",1541,252,1403,261,72,99,0,12,0,12,0,12,56,0,12,66,74,0,12,66,74
1500000US220510227001,"Block Group 1, Census Tract 227, Jefferson Parish, Louisiana",521,120,521,120,0,12,0,12,0,12,0,12,0,0,12,0,12,0,12,0,12
1500000US220510227002,"Block Group 2, Census Tract 227, Jefferson Parish, Louisiana",605,142,605,142,0,12,0,12,0,12,0,12,62,0,12,0,12,0,12,0,12
1500000US220510227003,"Block Group 3, Census Tract 227, Jefferson Parish, Louisiana",724,146,684,146,0,12,0,12,17,26,0,12,27,0,12,23,36,0,12,23,36
1500000US220510227004,"Block Group 4, Census Tract 227, Jefferson Parish, Louisiana",933,295,933,295,0,12,0,12,0,12,0,12,40,0,12,0,12,0,12,0,12
1500000US220510228001,"Block Group 1, Census Tract 228, Jefferson Parish, Louisiana",817,301,784,301,1,3,0,12,0,12,0,12,68,32,49,0,12,0,12,0,12
1500000US220510228002,"Block Group 2, Census Tract 228, Jefferson Parish, Louisiana",915,205,894,205,0,12,7,9,0,12,0,12,130,0,12,14,22,0,12,14,22
1500000US220510228003,"Block Group 3, Census Tract 228, Jefferson Parish, Louisiana",1107,299,926,255,0,12,9,16,15,26,0,12,263,126,197,31,54,0,12,31,54
1500000US220510229001,"Block Group 1, Census Tract 229, Jefferson Parish, Louisiana",901,201,901,201,0,12,0,12,0,12,0,12,41,0,12,0,12,0,12,0,12
1500000US220510229002,"Block Group 2, Census Tract 229, Jefferson Parish, Louisiana",842,197,618,190,129,152,0,12,77,106,0,12,78,0,12,18,23,8,14,10,17
1500000US220510229003,"Block Group 3, Census Tract 229, Jefferson Parish, Louisiana",1026,292,997,292,29,27,0,12,0,12,0,12,253,0,12,0,12,0,12,0,12
1500000US220510230011,"Block Group 1, Census Tract 230.01, Jefferson Parish, Louisiana",1908,135,1831,145,30,47,0,12,8,12,7,17,114,10,14,22,28,5,8,17,27
1500000US220510230021,"Block Group 1, Census Tract 230.02, Jefferson Parish, Louisiana",1195,277,1183,276,0,12,0,12,12,24,0,12,339,0,12,0,12,0,12,0,12
1500000US220510230022,"Block Group 2, Census Tract 230.02, Jefferson Parish, Louisiana",1224,282,1203,282,2,16,0,12,6,11,0,12,182,1,2,12,18,0,12,12,18
1500000US220510230023,"Block Group 3, Census Tract 230.02, Jefferson Parish, Louisiana",2105,339,1797,318,186,188,43,66,0,12,0,12,280,79,129,0,12,0,12,0,12
1500000US220510230031,"Block Group 1, Census Tract 230.03, Jefferson Parish, Louisiana",714,193,666,193,20,33,0,12,0,12,0,12,39,21,33,7,14,0,12,7,14
1500000US220510230032,"Block Group 2, Census Tract 230.03, Jefferson Parish, Louisiana",1332,283,1268,294,12,18,0,12,27,36,0,12,72,25,27,0,12,0,12,0,12
1500000US220510230033,"Block Group 3, Census Tract 230.03, Jefferson Parish, Louisiana",861,261,825,265,10,17,7,12,19,31,0,12,6,0,12,0,12,0,12,0,12
1500000US220510231001,"Block Group 1, Census Tract 231, Jefferson Parish, Louisiana",1117,270,1034,255,0,12,0,12,62,93,0,12,153,21,32,0,12,0,12,0,12
1500000US220510231002,"Block Group 2, Census Tract 231, Jefferson Parish, Louisiana",1346,245,1249,242,42,57,30,35,0,12,0,12,182,25,34,0,12,0,12,0,12
1500000US220510232001,"Block Group 1, Census Tract 232, Jefferson Parish, Louisiana",949,183,845,199,60,61,0,12,13,20,0,12,92,0,12,31,29,0,12,31,29
